snapshot_month,payer_id,location_id,open_ar_amount,avg_ar_days,ar_0_30,ar_31_60,ar_61_90,ar_91_plus
2022-01-31,PY001,LC0001,3365.14,17.043620770606868,3365.1400000000003,0.0,0.0,0.0
2022-01-31,PY001,LC0002,623.82,4.0,623.82,0.0,0.0,0.0
2022-01-31,PY001,LC0003,1290.7800000000002,18.025759618215343,1290.78,0.0,0.0,0.0
2022-01-31,PY001,LC0004,2676.3199999999997,9.42732558139535,2676.3199999999997,0.0,0.0,0.0
2022-01-31,PY001,LC0005,7606.87,12.765229325596469,7606.87,0.0,0.0,0.0
2022-01-31,PY001,LC0006,3181.6099999999997,12.254430932766745,3181.6099999999997,0.0,0.0,0.0
2022-01-31,PY001,LC0007,1231.1,20.193721062464466,1231.1,0.0,0.0,0.0
2022-01-31,PY001,LC0008,5337.66,7.172094138630036,5337.66,0.0,0.0,0.0
2022-01-31,PY001,LC0009,2183.82,7.8876281012171345,2183.82,0.0,0.0,0.0
2022-01-31,PY001,LC0010,1462.93,15.128721128146939,1462.93,0.0,0.0,0.0
2022-01-31,PY001,LC0011,2599.11,24.71173209290873,2599.11,0.0,0.0,0.0
2022-01-31,PY001,LC0013,873.08,20.699775507399092,873.0799999999999,0.0,0.0,0.0
2022-01-31,PY001,LC0014,3253.49,9.253235756065026,3253.49,0.0,0.0,0.0
2022-01-31,PY001,LC0015,4715.45,13.271316629377896,4715.45,0.0,0.0,0.0
2022-01-31,PY001,LC0016,2080.55,10.048261277066159,2080.55,0.0,0.0,0.0
2022-01-31,PY001,LC0017,2127.31,20.899765431460388,2127.31,0.0,0.0,0.0
2022-01-31,PY001,LC0018,9070.83,13.048253577677018,9070.83,0.0,0.0,0.0
2022-01-31,PY001,LC0019,14146.0,19.93707832602856,14146.0,0.0,0.0,0.0
2022-01-31,PY001,LC0020,967.8399999999999,27.115235989419737,967.8399999999999,0.0,0.0,0.0
2022-01-31,PY001,LC0021,1352.05,17.10551384933989,1352.05,0.0,0.0,0.0
2022-01-31,PY001,LC0022,1864.3100000000002,5.250709377732246,1864.3100000000002,0.0,0.0,0.0
2022-01-31,PY001,LC0023,532.26,5.47796189832037,532.26,0.0,0.0,0.0
2022-01-31,PY001,LC0025,4736.88,13.281049973822428,4736.880000000001,0.0,0.0,0.0
2022-01-31,PY001,LC0026,7317.15,12.883092460862496,7317.15,0.0,0.0,0.0
2022-01-31,PY001,LC0027,917.9200000000001,23.25595912497821,917.9200000000001,0.0,0.0,0.0
2022-01-31,PY001,LC0028,6199.93,13.995520917171644,6199.93,0.0,0.0,0.0
2022-01-31,PY001,LC0029,5332.15,9.03056740714346,5332.15,0.0,0.0,0.0
2022-01-31,PY001,LC0030,669.9099999999999,22.530877282022956,669.9099999999999,0.0,0.0,0.0
2022-01-31,PY001,LC0031,15219.92,10.230272563850532,15219.920000000002,0.0,0.0,0.0
2022-01-31,PY001,LC0033,10515.25,16.285822971398684,10515.25,0.0,0.0,0.0
2022-01-31,PY001,LC0034,1254.25,12.0,1254.25,0.0,0.0,0.0
2022-01-31,PY001,LC0035,3049.48,14.473169196059656,3049.48,0.0,0.0,0.0
2022-01-31,PY001,LC0036,2781.6899999999996,13.520014811139989,2781.69,0.0,0.0,0.0
2022-01-31,PY001,LC0037,6495.37,10.398562360573761,6495.37,0.0,0.0,0.0
2022-01-31,PY001,LC0038,862.4699999999999,21.971929458415943,862.4699999999999,0.0,0.0,0.0
2022-01-31,PY001,LC0039,5244.08,10.555998382938474,5244.08,0.0,0.0,0.0
2022-01-31,PY001,LC0041,9729.59,12.091277227509075,9729.59,0.0,0.0,0.0
2022-01-31,PY001,LC0042,14475.49,15.776118804959278,14475.49,0.0,0.0,0.0
2022-01-31,PY001,LC0043,4839.94,14.05335809948057,4839.9400000000005,0.0,0.0,0.0
2022-01-31,PY001,LC0046,1998.8400000000001,16.79399551740009,1998.8400000000001,0.0,0.0,0.0
2022-01-31,PY001,LC0047,7452.889999999999,20.68799351660899,7452.89,0.0,0.0,0.0
2022-01-31,PY001,LC0048,289.7700000000001,17.429996203885842,289.7700000000001,0.0,0.0,0.0
2022-01-31,PY001,LC0049,8941.73,14.568146208843254,8941.73,0.0,0.0,0.0
2022-01-31,PY001,LC0052,6853.45,11.094184680708258,6853.450000000001,0.0,0.0,0.0
2022-01-31,PY002,LC0001,1601.0900000000001,22.0666545915595,1601.0900000000001,0.0,0.0,0.0
